"age","status","sex","orientation","body_type","diet","drinks","drugs","education","ethnicity","height","job","location","smokes"
33,"single","m","gay","athletic","mostly anything","not at all","never","graduated from college/university","white",68,"other","san francisco, california","no"
24,"single","m","straight","thin","mostly anything","rarely","never","working on ph.d program","indian",76,"student","stanford, california","no"
23,"single","f","straight","average","mostly anything","socially","never","working on college/university","asian, black, native american, hispanic / latin, white",62,"student","san francisco, california","no"
38,"single","f","straight","fit","mostly anything","socially","never","graduated from law school","white",67,"law / legal services","palo alto, california","no"
31,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","hispanic / latin",70,"banking / financial / real estate","san francisco, california","no"
31,"single","f","gay","average","strictly anything","socially","never","graduated from college/university","asian, pacific islander, other",62,"other","oakland, california","yes"
28,"available","m","gay","average","strictly anything","socially","sometimes","graduated from college/university","asian",69,"hospitality / travel","san francisco, california","when drinking"
34,"single","m","straight","athletic","anything","socially","never","graduated from college/university","other",67,"other","san francisco, california","no"
38,"single","m","straight","a little extra","strictly anything","socially","never","dropped out of space camp","white",73,"construction / craftsmanship","oakland, california","no"
27,"single","m","straight","average","anything","socially","never","graduated from college/university","asian",69,"science / tech / engineering","san francisco, california","no"
34,"single","f","straight","a little extra","mostly anything","socially","never","graduated from high school","asian, black, white",68,"medicine / health","san francisco, california","no"
32,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",69,"sales / marketing / biz dev","berkeley, california","no"
25,"single","f","straight","average","mostly vegetarian","socially","never","graduated from college/university","white",64,"education / academia","oakland, california","no"
28,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",72,"science / tech / engineering","san mateo, california","no"
25,"single","m","straight","athletic","mostly anything","socially","never","graduated from high school","white",70,"construction / craftsmanship","pacifica, california","yes"
30,"single","m","straight","skinny","mostly anything","often","never","graduated from college/university","white",73,"artistic / musical / writer","san francisco, california","yes"
33,"single","m","straight","fit","mostly vegetarian","socially","never","graduated from masters program","white",73,"computer / hardware / software","san francisco, california","no"
55,"single","f","straight","fit","mostly anything","socially","never","graduated from masters program","white",61,"other","albany, california","no"
41,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","asian, pacific islander",72,"executive / management","albany, california","no"
22,"single","f","bisexual","thin","mostly anything","socially","sometimes","working on college/university","asian, pacific islander, white",64,"entertainment / media","oakland, california","trying to quit"
20,"single","f","straight","fit","anything","often","sometimes","working on college/university","white",69,"student","berkeley, california","no"
20,"single","m","gay","used up","mostly anything","socially","never","working on college/university","hispanic / latin",72,"student","san francisco, california","no"
31,"single","m","straight","fit","mostly anything","rarely","never","graduated from masters program","asian",69,"other","san francisco, california","no"
32,"single","m","straight","fit","anything","rarely","never","graduated from ph.d program","white",72,"education / academia","berkeley, california","no"
23,"single","m","gay","fit","mostly anything","rarely","never","working on college/university","asian",69,"student","san francisco, california","no"
29,"single","m","straight","fit","anything","socially","never","working on ph.d program","asian",72,"student","oakland, california","no"
28,"single","f","bisexual","a little extra","mostly vegan","socially","sometimes","graduated from ph.d program","middle eastern",72,"unemployed","oakland, california","sometimes"
32,"single","m","straight","a little extra","mostly anything","socially","never","graduated from masters program","asian",69,"computer / hardware / software","redwood city, california","no"
22,"single","f","bisexual","curvy","strictly vegetarian","socially","sometimes","working on college/university","other",61,"entertainment / media","san francisco, california","when drinking"
30,"single","f","straight","average","anything","socially","never","graduated from college/university","white",68,"medicine / health","san francisco, california","no"
20,"single","m","straight","thin","anything","socially","sometimes","graduated from college/university","white",70,"construction / craftsmanship","berkeley, california","no"
36,"single","f","gay","full figured","mostly kosher","rarely","never","working on ph.d program","middle eastern",63,"education / academia","alameda, california","no"
24,"single","m","straight","athletic","anything","socially","sometimes","graduated from two-year college","asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",68,"science / tech / engineering","berkeley, california","yes"
53,"seeing someone","m","straight","fit","mostly anything","socially","sometimes","dropped out of masters program","white",72,"sales / marketing / biz dev","lafayette, california","no"
35,"single","m","straight","fit","strictly anything","socially","never","graduated from space camp","white",74,"banking / financial / real estate","san francisco, california","no"
45,"single","m","gay","a little extra","mostly vegan","not at all","never","graduated from college/university","white",71,"other","oakland, california","no"
29,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","other",70,"entertainment / media","belmont, california","no"
35,"single","m","straight","average","mostly vegetarian","socially","sometimes","graduated from ph.d program","white",71,"computer / hardware / software","san francisco, california","sometimes"
24,"single","m","straight","athletic","anything","socially","never","graduated from masters program","white",73,"science / tech / engineering","san francisco, california","sometimes"
24,"single","m","straight","athletic","mostly anything","socially","never","graduated from two-year college","pacific islander",67,"medicine / health","daly city, california","no"
25,"available","f","bisexual","curvy","mostly anything","socially","never","graduated from masters program","white",68,"computer / hardware / software","oakland, california","no"
31,"single","m","straight","fit","strictly anything","socially","never","graduated from masters program","white",71,"artistic / musical / writer","san francisco, california","no"
33,"single","m","straight","athletic","mostly other","socially","never","working on masters program","white",71,"artistic / musical / writer","walnut creek, california","no"
23,"single","m","straight","fit","strictly anything","socially","sometimes","graduated from masters program","white",67,"construction / craftsmanship","oakland, california","sometimes"
52,"single","m","straight","fit","anything","often","never","graduated from college/university","white",71,"executive / management","san francisco, california","no"
25,"single","f","straight","full figured","strictly other","socially","never","working on two-year college","hispanic / latin",68,"hospitality / travel","martinez, california","no"
31,"single","m","gay","average","mostly anything","socially","never","graduated from ph.d program","white",67,"science / tech / engineering","san francisco, california","no"
43,"single","f","straight","average","mostly anything","rarely","never","graduated from masters program","black",65,"rather not say","oakland, california","no"
18,"single","f","straight","average","mostly anything","rarely","never","working on college/university","white",64,"student","san francisco, california","no"
25,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",74,"student","san francisco, california","no"
22,"single","f","straight","athletic","strictly anything","socially","never","graduated from college/university","white",72,"sales / marketing / biz dev","san francisco, california","no"
26,"single","f","straight","athletic","mostly anything","socially","never","graduated from college/university","white",65,"other","oakland, california","no"
29,"single","m","gay","thin","anything","socially","never","graduated from ph.d program","white",71,"science / tech / engineering","berkeley, california","no"
31,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",69,"executive / management","san francisco, california","no"
27,"single","m","straight","thin","mostly other","socially","sometimes","graduated from college/university","other",70,"science / tech / engineering","albany, california","no"
19,"single","f","straight","curvy","mostly anything","not at all","never","working on two-year college","hispanic / latin",59,"student","san francisco, california","no"
30,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","hispanic / latin",70,"other","oakland, california","no"
21,"single","m","straight","average","anything","socially","sometimes","graduated from high school","hispanic / latin",66,"student","oakland, california","sometimes"
35,"single","f","gay","a little extra","mostly anything","socially","sometimes","working on college/university","white",66,"hospitality / travel","oakland, california","no"
39,"married","m","bisexual","fit","mostly anything","socially","sometimes","graduated from college/university","white",72,"executive / management","san francisco, california","yes"
22,"single","m","straight","athletic","mostly anything","socially","sometimes","graduated from college/university","white",69,"sales / marketing / biz dev","san francisco, california","no"
36,"single","m","straight","athletic","anything","socially","never","graduated from masters program","white",69,"banking / financial / real estate","san francisco, california","no"
25,"single","m","straight","average","mostly anything","socially","never","graduated from high school","other",65,"sales / marketing / biz dev","redwood city, california","when drinking"
43,"single","m","straight","athletic","mostly other","socially","never","graduated from college/university","hispanic / latin",68,"medicine / health","san francisco, california","no"
22,"single","f","gay","thin","strictly vegan","socially","sometimes","working on college/university","white",63,"other","san francisco, california","sometimes"
25,"single","m","straight","athletic","mostly anything","socially","never","working on college/university","white",68,"student","berkeley, california","no"
26,"single","m","straight","athletic","anything","often","sometimes","dropped out of college/university","white",70,"medicine / health","san rafael, california","no"
46,"single","m","straight","athletic","anything","socially","never","graduated from masters program","hispanic / latin, white, other",70,"artistic / musical / writer","san francisco, california","no"
24,"single","m","straight","fit","mostly anything","socially","never","working on college/university","white",67,"other","san francisco, california","no"
37,"single","m","straight","overweight","mostly anything","socially","never","dropped out of college/university","white",72,"construction / craftsmanship","berkeley, california","no"
22,"single","f","straight","fit","mostly anything","socially","never","working on college/university","hispanic / latin",63,"artistic / musical / writer","half moon bay, california","no"
25,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","white",74,"computer / hardware / software","mountain view, california","no"
27,"single","f","bisexual","curvy","strictly anything","very often","sometimes","working on college/university","black",65,"other","oakland, california","yes"
23,"single","f","gay","average","mostly anything","socially","sometimes","graduated from high school","other",65,"medicine / health","berkeley, california","no"
24,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",66,"executive / management","san rafael, california","no"
25,"single","f","straight","average","strictly anything","socially","never","graduated from college/university","hispanic / latin",61,"other","san francisco, california","no"
19,"single","m","straight","fit","anything","not at all","never","graduated from high school","hispanic / latin",67,"construction / craftsmanship","hayward, california","no"
66,"single","f","straight","curvy","anything","not at all","never","graduated from college/university","white",69,"education / academia","san francisco, california","no"
24,"single","f","straight","thin","strictly vegetarian","socially","never","graduated from college/university","white",62,"student","berkeley, california","no"
19,"single","m","straight","average","mostly anything","socially","never","working on two-year college","white",68,"student","san rafael, california","no"
30,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",67,"other","oakland, california","no"
20,"single","m","straight","fit","strictly anything","rarely","never","graduated from high school","white",68,"student","oakland, california","trying to quit"
37,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",70,"sales / marketing / biz dev","san francisco, california","no"
33,"single","m","straight","a little extra","mostly anything","socially","never","dropped out of college/university","white",70,"medicine / health","san francisco, california","no"
33,"single","m","straight","average","mostly anything","socially","never","graduated from masters program","white",72,"computer / hardware / software","san francisco, california","no"
19,"single","m","gay","fit","mostly anything","not at all","never","graduated from high school","white",73,"student","san francisco, california","no"
26,"single","m","straight","fit","mostly anything","socially","sometimes","graduated from college/university","asian, white",72,"hospitality / travel","san francisco, california","no"
26,"single","m","straight","fit","mostly anything","often","sometimes","graduated from college/university","black",67,"artistic / musical / writer","san francisco, california","trying to quit"
27,"single","m","straight","fit","anything","socially","never","working on ph.d program","white",66,"science / tech / engineering","palo alto, california","no"
29,"single","m","straight","athletic","strictly anything","socially","never","working on college/university","white",71,"construction / craftsmanship","san francisco, california","no"
34,"single","m","straight","fit","strictly anything","socially","never","graduated from masters program","white",67,"science / tech / engineering","san francisco, california","no"
42,"single","m","straight","fit","mostly anything","often","never","graduated from masters program","white",70,"executive / management","san francisco, california","no"
28,"single","m","straight","average","strictly anything","socially","never","graduated from ph.d program","white",65,"computer / hardware / software","san francisco, california","no"
31,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","indian",71,"executive / management","fremont, california","no"
44,"single","m","straight","average","strictly vegetarian","socially","never","graduated from masters program","white",69,"medicine / health","san francisco, california","no"
31,"single","m","straight","athletic","mostly anything","socially","sometimes","graduated from college/university","white",74,"entertainment / media","san francisco, california","sometimes"
41,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",68,"science / tech / engineering","oakland, california","no"
31,"single","m","straight","a little extra","strictly anything","not at all","sometimes","dropped out of high school","white",75,"other","san francisco, california","when drinking"
33,"single","m","straight","athletic","strictly anything","socially","never","graduated from high school","hispanic / latin, other",71,"construction / craftsmanship","san francisco, california","no"
27,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",69,"sales / marketing / biz dev","san francisco, california","no"
35,"single","m","straight","fit","anything","socially","never","graduated from masters program","white",76,"science / tech / engineering","palo alto, california","no"
29,"single","m","straight","athletic","mostly anything","socially","never","graduated from two-year college","other",74,"sales / marketing / biz dev","san francisco, california","when drinking"
34,"single","f","straight","thin","anything","often","never","college/university","white",66,"sales / marketing / biz dev","san francisco, california","no"
23,"single","m","straight","rather not say","mostly vegetarian","rarely","never","working on two-year college","asian",61,"student","alameda, california","no"
22,"single","m","straight","average","strictly anything","socially","never","graduated from college/university","white",74,"other","berkeley, california","no"
22,"single","m","straight","average","mostly anything","socially","never","working on college/university","hispanic / latin",67,"other","berkeley, california","yes"
26,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",65,"banking / financial / real estate","walnut creek, california","no"
33,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","hispanic / latin",69,"science / tech / engineering","san francisco, california","no"
26,"single","f","straight","thin","mostly anything","socially","never","graduated from masters program","asian",64,"science / tech / engineering","san francisco, california","no"
24,"single","f","straight","average","mostly anything","socially","never","working on two-year college","hispanic / latin, white",64,"education / academia","pleasant hill, california","no"
22,"single","m","straight","athletic","mostly halal","rarely","never","working on college/university","middle eastern",70,"student","berkeley, california","no"
25,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",65,"education / academia","san francisco, california","no"
26,"single","m","straight","athletic","mostly anything","socially","never","working on masters program","asian, black",72,"science / tech / engineering","oakland, california","no"
29,"single","f","straight","skinny","anything","socially","never","working on masters program","white",68,"student","san francisco, california","no"
31,"single","f","straight","a little extra","mostly anything","desperately","never","graduated from college/university","indian, white",66,"medicine / health","oakland, california","trying to quit"
22,"single","f","bisexual","average","mostly anything","socially","sometimes","working on two-year college","white",65,"student","pleasant hill, california","sometimes"
29,"single","f","bisexual","athletic","mostly anything","rarely","sometimes","working on college/university","hispanic / latin, white",72,"student","vallejo, california","sometimes"
35,"single","f","straight","curvy","strictly other","often","never","graduated from college/university","white",67,"education / academia","palo alto, california","no"
19,"single","f","straight","curvy","mostly vegetarian","socially","never","working on college/university","white",68,"student","san francisco, california","no"
32,"single","f","straight","average","anything","not at all","never","graduated from college/university","white",68,"artistic / musical / writer","san francisco, california","no"
23,"single","f","gay","fit","mostly anything","often","never","working on college/university","white",64,"student","san francisco, california","no"
23,"single","f","straight","curvy","mostly anything","socially","never","graduated from masters program","white",70,"student","san francisco, california","no"
30,"single","f","bisexual","fit","strictly anything","socially","sometimes","graduated from college/university","asian, pacific islander, white, other",64,"artistic / musical / writer","oakland, california","no"
26,"single","m","straight","a little extra","strictly anything","socially","never","dropped out of space camp","middle eastern, white, other",72,"science / tech / engineering","lafayette, california","no"
44,"single","m","straight","overweight","mostly anything","socially","never","graduated from college/university","black",68,"computer / hardware / software","oakland, california","no"
21,"single","f","bisexual","athletic","mostly anything","socially","never","working on college/university","black",68,"student","san francisco, california","no"
39,"single","f","straight","curvy","anything","not at all","never","working on two-year college","white",63,"medicine / health","hayward, california","no"
69,"single","m","straight","a little extra","mostly anything","rarely","never","graduated from high school","white",69,"retired","san leandro, california","no"
25,"single","f","straight","a little extra","mostly anything","socially","sometimes","graduated from high school","hispanic / latin",61,"other","oakland, california","sometimes"
29,"married","f","straight","average","mostly vegetarian","socially","never","graduated from college/university","white",67,"education / academia","alameda, california","no"
21,"single","f","straight","average","anything","rarely","never","working on college/university","white",60,"hospitality / travel","san francisco, california","sometimes"
23,"single","f","straight","fit","mostly anything","not at all","never","working on college/university","asian",64,"other","redwood city, california","no"
29,"single","f","straight","fit","mostly anything","not at all","never","graduated from college/university","white",73,"artistic / musical / writer","oakland, california","no"
31,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from college/university","white",61,"education / academia","oakland, california","no"
23,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","asian",61,"sales / marketing / biz dev","san francisco, california","no"
32,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",68,"executive / management","san francisco, california","no"
60,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from college/university","white",66,"education / academia","oakland, california","no"
31,"single","f","straight","thin","anything","socially","never","graduated from college/university","white",61,"other","san francisco, california","no"
60,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",68,"medicine / health","half moon bay, california","no"
31,"single","f","straight","thin","mostly anything","socially","never","graduated from med school","hispanic / latin",67,"medicine / health","san francisco, california","no"
26,"single","f","straight","average","anything","socially","never","working on college/university","white",62,"clerical / administrative","hayward, california","trying to quit"
55,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",72,"banking / financial / real estate","oakland, california","no"
46,"single","m","straight","athletic","mostly anything","often","never","graduated from college/university","white",71,"other","san francisco, california","no"
58,"single","f","straight","athletic","mostly anything","socially","never","graduated from masters program","white",64,"education / academia","oakland, california","no"
40,"available","m","straight","average","vegetarian","often","never","graduated from college/university","black",71,"entertainment / media","oakland, california","no"
18,"single","m","gay","curvy","mostly anything","socially","never","working on high school","black, hispanic / latin, other",67,"student","hercules, california","no"
40,"single","f","straight","full figured","mostly anything","often","never","graduated from college/university","white",72,"entertainment / media","san francisco, california","no"
40,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","white",70,"entertainment / media","san francisco, california","no"
26,"single","m","straight","athletic","strictly anything","not at all","never","graduated from masters program","indian",70,"computer / hardware / software","san francisco, california","no"
46,"single","m","straight","average","mostly anything","rarely","never","graduated from masters program","asian",66,"science / tech / engineering","san carlos, california","no"
24,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","asian, pacific islander",68,"banking / financial / real estate","san francisco, california","no"
34,"single","f","straight","athletic","mostly anything","socially","never","dropped out of college/university","black, white, other",67,"computer / hardware / software","san francisco, california","no"
57,"single","m","straight","average","vegetarian","socially","never","graduated from masters program","white",68,"executive / management","oakland, california","no"
29,"single","m","straight","athletic","mostly anything","socially","never","graduated from high school","hispanic / latin",72,"construction / craftsmanship","san francisco, california","no"
49,"single","f","gay","average","mostly anything","socially","never","working on masters program","black",64,"student","palo alto, california","no"
44,"single","f","bisexual","full figured","strictly anything","rarely","never","working on college/university","white",62,"medicine / health","benicia, california","no"
24,"single","f","straight","average","strictly anything","socially","never","dropped out of space camp","white",62,"student","menlo park, california","sometimes"
31,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",67,"sales / marketing / biz dev","san francisco, california","no"
30,"single","f","straight","full figured","mostly anything","socially","never","working on college/university","hispanic / latin, white",70,"medicine / health","san francisco, california","no"
30,"single","f","straight","athletic","mostly vegan","socially","never","graduated from college/university","white",65,"medicine / health","san francisco, california","no"
24,"single","f","straight","average","strictly vegetarian","socially","sometimes","graduated from college/university","white",63,"law / legal services","san francisco, california","when drinking"
24,"single","f","bisexual","curvy","mostly anything","socially","never","working on college/university","hispanic / latin, white",62,"hospitality / travel","south san francisco, california","yes"
31,"single","f","straight","a little extra","mostly anything","socially","never","graduated from college/university","white",62,"medicine / health","burlingame, california","no"
29,"single","f","straight","athletic","anything","socially","never","graduated from med school","white",60,"medicine / health","emeryville, california","no"
43,"single","m","straight","average","mostly anything","socially","never","graduated from masters program","white",72,"other","san francisco, california","no"
31,"single","f","straight","fit","mostly anything","socially","never","graduated from ph.d program","white",67,"science / tech / engineering","san francisco, california","no"
24,"single","f","bisexual","fit","anything","socially","never","working on college/university","white",65,"education / academia","berkeley, california","no"
20,"single","f","straight","full figured","anything","socially","never","working on college/university","hispanic / latin, white",64,"student","pacifica, california","no"
19,"single","f","straight","skinny","mostly anything","socially","never","working on college/university","white",67,"student","san francisco, california","no"
32,"single","f","straight","athletic","mostly anything","rarely","never","working on ph.d program","white",65,"medicine / health","oakland, california","no"
25,"single","f","gay","jacked","strictly anything","often","sometimes","graduated from masters program","asian",62,"other","san francisco, california","sometimes"
25,"single","f","straight","athletic","mostly anything","socially","never","graduated from college/university","white",71,"other","san francisco, california","no"
28,"single","m","gay","fit","anything","socially","never","masters program","asian",67,"medicine / health","oakland, california","no"
36,"single","m","straight","average","anything","not at all","never","graduated from masters program","white",69,"computer / hardware / software","oakland, california","no"
23,"single","m","straight","skinny","mostly anything","socially","sometimes","graduated from college/university","white",72,"science / tech / engineering","san francisco, california","when drinking"
29,"single","f","bisexual","fit","mostly anything","often","never","graduated from masters program","white",64,"executive / management","san francisco, california","sometimes"
28,"single","f","straight","average","mostly anything","rarely","never","graduated from college/university","asian",61,"banking / financial / real estate","san francisco, california","no"
27,"single","f","straight","a little extra","mostly anything","socially","sometimes","graduated from college/university","white",60,"sales / marketing / biz dev","san francisco, california","no"
19,"single","m","straight","thin","anything","socially","never","working on college/university","pacific islander, white",66,"student","pinole, california","no"
40,"single","f","straight","average","mostly anything","rarely","never","graduated from college/university","black",67,"other","oakland, california","no"
28,"single","f","straight","fit","mostly vegetarian","socially","never","working on med school","indian, other",67,"student","vallejo, california","no"
33,"single","f","straight","average","anything","socially","never","graduated from masters program","white",67,"education / academia","san francisco, california","no"
29,"single","f","straight","thin","mostly vegetarian","socially","never","graduated from masters program","white",65,"medicine / health","san francisco, california","no"
41,"single","m","straight","thin","anything","socially","never","two-year college","pacific islander, white",73,"construction / craftsmanship","san mateo, california","yes"
28,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",65,"hospitality / travel","san francisco, california","no"
47,"single","f","straight","fit","mostly anything","often","never","graduated from college/university","white",65,"banking / financial / real estate","san francisco, california","no"
23,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","asian, white",70,"other","berkeley, california","no"
45,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","white",73,"computer / hardware / software","oakland, california","no"
27,"single","m","straight","thin","anything","socially","never","college/university","white",68,"hospitality / travel","san francisco, california","no"
25,"single","f","straight","skinny","strictly anything","often","never","graduated from college/university","white, other",67,"medicine / health","san francisco, california","sometimes"
38,"single","m","straight","average","mostly anything","socially","never","graduated from ph.d program","asian",65,"executive / management","san francisco, california","no"
27,"single","m","straight","thin","anything","socially","never","graduated from college/university","white",71,"computer / hardware / software","oakland, california","no"
32,"single","m","straight","fit","mostly vegetarian","socially","never","graduated from college/university","white",74,"sales / marketing / biz dev","san francisco, california","no"
29,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",64,"medicine / health","san pablo, california","no"
28,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","asian, white",74,"science / tech / engineering","san francisco, california","no"
36,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",62,"other","walnut creek, california","no"
36,"single","f","straight","full figured","mostly anything","rarely","never","graduated from college/university","asian",69,"science / tech / engineering","san mateo, california","no"
33,"single","f","straight","athletic","mostly anything","socially","never","graduated from college/university","asian",64,"medicine / health","san francisco, california","no"
60,"single","m","straight","fit","mostly vegetarian","rarely","never","graduated from ph.d program","white",70,"education / academia","oakland, california","no"
46,"single","f","straight","athletic","mostly vegetarian","socially","never","graduated from college/university","white",70,"artistic / musical / writer","alameda, california","no"
24,"single","m","straight","average","mostly anything","socially","never","graduated from masters program","white",77,"computer / hardware / software","san francisco, california","no"
28,"single","m","straight","fit","mostly anything","socially","never","graduated from masters program","white",71,"sales / marketing / biz dev","san francisco, california","no"
39,"single","m","straight","athletic","strictly vegetarian","socially","never","graduated from med school","asian, indian",71,"medicine / health","san francisco, california","no"
25,"single","m","straight","athletic","mostly anything","often","never","graduated from masters program","hispanic / latin, white",72,"executive / management","san francisco, california","no"
24,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",66,"sales / marketing / biz dev","san mateo, california","no"
26,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",68,"science / tech / engineering","san mateo, california","no"
21,"available","m","straight","average","mostly anything","socially","often","graduated from high school","black, white",78,"artistic / musical / writer","san francisco, california","yes"
26,"single","m","straight","a little extra","strictly anything","rarely","never","space camp","white",73,"retired","san francisco, california","no"
30,"single","m","straight","fit","anything","socially","never","graduated from college/university","white",74,"executive / management","san francisco, california","no"
66,"single","f","straight","full figured","anything","socially","never","graduated from masters program","white",66,"retired","berkeley, california","no"
23,"single","m","straight","a little extra","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",76,"science / tech / engineering","south san francisco, california","no"
44,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","asian",62,"other","oakland, california","no"
40,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","black",76,"computer / hardware / software","hayward, california","no"
30,"single","m","straight","overweight","anything","often","never","dropped out of space camp","asian",65,"other","oakland, california","yes"
30,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","hispanic / latin",65,"banking / financial / real estate","berkeley, california","no"
26,"single","m","straight","fit","strictly anything","socially","never","graduated from masters program","indian",74,"science / tech / engineering","san francisco, california","no"
32,"single","f","straight","average","strictly anything","socially","never","graduated from masters program","asian",66,"education / academia","oakland, california","no"
38,"single","m","straight","fit","anything","socially","never","working on masters program","white",70,"medicine / health","south san francisco, california","no"
22,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","middle eastern",70,"computer / hardware / software","san francisco, california","no"
31,"single","m","straight","fit","strictly other","socially","never","graduated from college/university","white",70,"computer / hardware / software","new york, new york","no"
22,"seeing someone","f","straight","curvy","strictly anything","socially","never","dropped out of college/university","black, white",68,"other","san mateo, california","no"
49,"single","f","gay","curvy","mostly anything","not at all","never","graduated from college/university","white",66,"other","san francisco, california","no"
31,"single","f","straight","average","anything","socially","never","graduated from college/university","white",64,"education / academia","san francisco, california","no"
30,"single","m","straight","fit","anything","socially","never","graduated from college/university","white",73,"banking / financial / real estate","palo alto, california","no"
26,"seeing someone","m","straight","athletic","mostly halal","socially","sometimes","working on ph.d program","other",67,"science / tech / engineering","san francisco, california","trying to quit"
48,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",69,"banking / financial / real estate","oakland, california","no"
23,"single","f","straight","average","mostly anything","socially","never","working on two-year college","middle eastern, white",63,"other","el cerrito, california","when drinking"
36,"single","m","straight","athletic","mostly vegetarian","socially","never","graduated from college/university","middle eastern",66,"executive / management","san francisco, california","no"
41,"single","m","straight","fit","anything","socially","never","graduated from college/university","white, other",66,"transportation","san francisco, california","no"
36,"seeing someone","f","straight","curvy","mostly anything","rarely","never","graduated from two-year college","white, other",64,"other","pacifica, california","no"
56,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",65,"other","half moon bay, california","no"
30,"single","m","straight","athletic","mostly other","socially","never","graduated from college/university","white",72,"construction / craftsmanship","palo alto, california","no"
24,"single","m","straight","fit","mostly anything","socially","never","working on masters program","white",71,"computer / hardware / software","lafayette, california","no"
30,"single","f","straight","thin","mostly anything","socially","never","graduated from masters program","white",65,"other","san francisco, california","no"
29,"single","f","straight","average","mostly vegetarian","socially","never","graduated from law school","asian",60,"law / legal services","san francisco, california","no"
27,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","asian",70,"banking / financial / real estate","san francisco, california","no"
24,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","asian",65,"sales / marketing / biz dev","san francisco, california","no"
27,"single","m","straight","athletic","mostly halal","not at all","never","graduated from college/university","black",71,"student","oakland, california","no"
25,"single","m","straight","average","mostly anything","socially","sometimes","graduated from two-year college","white",73,"science / tech / engineering","mill valley, california","no"
37,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",76,"entertainment / media","larkspur, california","no"
25,"single","m","gay","thin","strictly anything","often","never","graduated from college/university","white",74,"hospitality / travel","san francisco, california","no"
31,"single","f","straight","fit","mostly other","socially","never","graduated from college/university","white",61,"computer / hardware / software","redwood city, california","no"
30,"single","f","straight","a little extra","mostly anything","rarely","never","dropped out of college/university","hispanic / latin, white",62,"hospitality / travel","benicia, california","no"
29,"single","f","straight","full figured","strictly anything","socially","never","graduated from college/university","hispanic / latin",67,"rather not say","san francisco, california","sometimes"
30,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",70,"sales / marketing / biz dev","san francisco, california","when drinking"
23,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",65,"sales / marketing / biz dev","palo alto, california","no"
20,"single","f","bisexual","curvy","mostly vegetarian","socially","never","working on college/university","native american, hispanic / latin, white",63,"student","el cerrito, california","no"
22,"single","f","straight","a little extra","mostly anything","socially","never","working on college/university","white",69,"student","benicia, california","no"
36,"single","f","straight","full figured","strictly anything","socially","sometimes","graduated from college/university","white",70,"hospitality / travel","el cerrito, california","no"
19,"single","f","straight","fit","anything","not at all","never","working on college/university","white",65,"student","oakland, california","no"
